chr9	136431985	136432315	-
chr1	91520279	91524040	+
chr1	74201410	74236101	+
chr1	247436140	247443971	+
chr9	70784279	70827846	-
chr1	110345649	110346307	+
chr1	23524488	23530541	-
chr1	32684382	32694864	-
chr1	211289396	211304082	+
chr9	127180510	127180604	-
chr1	11745837	11746126	+
chr1	181755397	181755955	+
chr1	52361132	52361512	-
chr9	83708312	83712497	+
chr9	28561974	28670199	-
chr1	109737567	109737655	-
chr1	37582336	37582777	-
chr1	43206932	43209742	+
chr9	133052164	133053827	+
chr9	27258519	27258694	-
chr1	8792588	8817159	-
chr1	226882048	226883704	+
chr1	148559965	148560583	-
chr1	52516054	52525562	-
chr9	136463132	136463462	-
chr9	127712875	127713019	+
chr9	77303062	77307944	+
chr1	90837765	90851482	-
chr9	35808306	35810438	-
chr1	1053977	1054447	+
chr9	28670280	28947817	-
chr9	122264938	122280442	+
chr1	18634538	18635110	+
chr1	1299905	1299972	-
chr9	84583283	84611636	+
chr1	206438098	206439975	+
chr1	224762760	224762840	-
chr1	149935620	149936153	-
chr1	143747773	143750399	+
chr1	19882734	19890384	+
chr1	166847592	166848937	+
chr1	155395553	155438326	-
chr1	50195786	50200850	+
chr9	70864511	70868985	-
chr1	18857631	18859478	-
chr9	104829138	104830924	-
chr9	83870632	83887040	-
chr1	161167234	161168992	+
chr9	61975912	61976002	+
chr1	10326359	10334519	+
chr1	93889159	93894613	-
chr1	16017852	16019133	-
chr1	68488504	68488915	-
chr9	35710683	35710796	-
chr1	186151349	186151605	+
chr1	154001985	154009971	-
chr1	32610148	32612042	-
chr9	76181591	76184672	+
chr1	111227769	111229851	+
chr1	100896342	100896569	+
chr1	97308424	97322706	+
chr1	105927714	105988449	-
chr1	7704888	7732447	+
chr1	60893681	60914836	-
chr9	23514815	23522014	-
chr9	134802007	134802887	+
chr9	115087273	115090561	-
chr1	56792803	56819567	-
chr1	204469886	204489815	-
chr9	33386541	33395077	-
chr1	21665317	21668510	-
chr1	117090623	117091327	+
chr9	98134955	98137571	-
chr1	156569463	156572492	-
chr9	35663074	35663321	-
chr1	11963636	11964174	+
chr1	222989524	222990624	+
chr1	225849012	225849911	-
chr1	117118767	117120713	-
chr1	48230705	48231544	+
chr9	42077062	42104628	-
chr1	241555660	241560664	+
chr1	52281816	52293452	+
chr9	87969349	87969795	-
chr1	17413178	17413536	-
chr9	137233722	137233862	+
chr1	31740541	31741372	-
chr1	17416646	17420713	-
chr1	15738245	15738593	+
chr1	150226795	150229071	-
chr1	226287797	226297718	-
chr1	52293677	52295894	+
chr9	35818506	35818889	-
chr1	31668855	31670601	-
chr1	246355094	246406516	-
chr1	109467133	109475580	+
chr1	155031234	155031573	-
chr1	228366568	228366807	+
chr1	171517814	171522176	+
chr1	2560714	2562864	+
chr1	13700300	13715540	+
chr9	5690038	5713895	+
chr1	193044329	193049745	-
chr1	200474100	200477967	+
chr1	70274818	70276764	-
chr1	200975669	200976775	-
chr1	225153826	225159313	+
chr1	51806913	51809314	-
chr9	109258297	109263049	-
chr9	3490345	3523629	-
chr9	93450599	93452739	-
chr1	222713667	222715144	+
chr1	100043229	100049908	+
chr1	26368585	26374277	-
chr9	109147189	109149635	-
chr1	75251294	75274957	-
chr9	128102115	128102369	+
chr9	136800169	136800388	+
chr1	157690533	157695328	-
chr1	156279034	156282606	-
chr1	110047869	110049111	+
chr1	149931426	149931943	-
chr9	36037098	36052264	+
chr9	36105283	36107975	+
chr1	235326968	235327768	-
chr9	74123900	74172931	-
chr1	35011036	35011889	-
chr9	5769256	5770086	+
chr1	2596689	2598206	-
chr1	11787493	11787872	+
chr9	113328955	113331906	-
chr9	129613597	129615483	-
chr1	16583696	16585488	-
chr1	39565378	39567750	-
chr1	46033938	46034075	+
chr9	70277472	70278490	+
chr1	81985355	81990390	+
chr1	166989484	166989736	+
chr1	15369502	15374501	+
chr1	212442625	212444338	+
chr1	229466756	229470579	-
chr1	64841601	64844063	-
chr1	151706358	151706668	-
chr9	33290597	33294419	+
chr1	45622667	45622750	-
chr9	72816	79344	+
chr1	16410915	16425523	-
chr1	3244137	3385151	+
chr1	45591270	45600384	+
