chr9	72060808	72064428	+
chr9	20658459	20658690	+
chr9	68324302	68324553	+
chr9	92000262	92000498	-
chr9	23552930	23554494	-
chr1	3294167	3294200	+
chr9	73577952	73579188	+
chr1	213013418	213015653	-
chr1	116121358	116122130	-
chr9	127368309	127369021	+
chr1	234724082	234725222	+
chr1	89044887	89046858	+
chr9	132413315	132415807	+
chr1	159941446	159946151	+
chr1	79123147	79123242	-
chr9	121312228	121312338	+
chr1	154578185	154578999	+
chr9	67711841	67712322	+
chr1	2774629	2775154	+
chr1	9085142	9093413	-
chr1	180940181	180941025	-
chr1	206683110	206683350	-
chr9	3607687	3630937	+
chr1	2701746	2701828	+
chr1	236947933	236948458	+
chr9	126808192	126808792	+
chr1	153070858	153071564	-
chr9	39358676	39359132	+
chr9	95506599	95507950	-
chr1	980657	981136	-
chr1	40038151	40038890	-
chr9	21854870	21859285	+
chr1	18065847	18068191	+
chr1	155318005	155318264	-
chr1	205775086	205775373	-
chr9	114419633	114419753	-
chr9	7304683	7327925	+
chr1	84204670	84206369	+
chr1	202825539	202825824	-
chr9	86701237	86705187	-
chr1	150573821	150574123	-
chr1	162168478	162174757	-
chr9	65136587	65139277	-
chr9	133257521	133257523	-
chr9	41708417	41710800	+
chr1	100921841	100932074	+
chr9	137103634	137103990	+
chr9	36160603	36162361	+
chr1	58766497	58767832	+
chr9	64723289	64724108	+
chr1	174700746	174702112	+
chr1	109670063	109670150	+
chr9	116546699	116547313	+
chr1	151176897	151178135	-
chr9	90021545	90024562	-
chr9	106864888	106865981	+
chr9	113410923	113413444	+
chr1	15153233	15210487	+
chr1	102964827	102965160	-
chr9	70840725	70842966	+
chr1	2774869	2775154	+
chr1	2049468	2049597	-
chr1	206130105	206133976	-
chr1	145691802	145707316	-
chr1	71086398	71086943	-
chr1	244864586	244864662	-
chr9	131263599	131270291	-
chr1	222489785	222499052	-
chr1	97797072	97797214	+
chr1	3746181	3746286	-
chr9	95600165	95601970	-
chr9	77037696	77055049	-
chr1	35666085	35668246	+
chr1	180287406	180288269	-
chr1	28928077	28942559	-
chr1	116032810	116033757	+
chr1	143509335	143511475	+
chr1	117034134	117036155	+
chr1	33014594	33021390	-
chr1	212610847	212615065	+
chr1	9427381	9428841	-
chr1	84578135	84582939	+
chr1	210013347	210013632	+
chr9	84093633	84094340	+
chr1	30824828	30826130	+
chr9	83920886	83920918	-
chr1	150282823	150283513	+
chr9	67007169	67008330	-
chr9	121299704	121300055	+
chr9	33474197	33487239	+
chr1	224136313	224142580	-
chr9	129582768	129584372	+
chr1	168494124	168495587	-
chr1	18871790	18872803	-
chr1	89788982	89790052	+
chr1	23639795	23640245	+
chr9	38569576	38571121	-
chr1	17407004	17407316	+
chr1	234709438	234712704	+
chr1	1433288	1433962	+
chr1	99934223	99937530	-
chr1	155190202	155190379	-
chr9	90927749	90930978	-
chr1	38209466	38210002	+
chr9	37717236	37718258	+
chr1	2182741	2183570	-
chr1	18172563	18173557	-
chr1	203427728	203429077	-
chr9	31903256	31905971	-
chr9	38433751	38435593	+
chr1	45500413	45507304	+
chr9	138239813	138239906	+
chr9	65136587	65142773	-
chr1	155188934	155189239	-
chr9	76609153	76609248	+
chr1	244118703	244123317	+
chr9	101442857	101443079	+
chr9	94179921	94183262	+
chr1	144628613	144630743	-
chr9	123377675	123379962	+
chr1	2764991	2765073	+
chr1	49492286	49517452	+
chr1	42974188	42983124	+
chr9	37880748	37881517	-
chr9	137103132	137103209	+
chr9	127776676	127777661	+
chr9	111694029	111694230	-
chr1	178324409	178335635	-
chr9	137102034	137102106	+
chr1	20916811	20919233	+
chr1	162171864	162174757	-
chr1	179816527	179816825	-
chr1	18000772	18005340	-
chr1	220487935	220488236	+
chr1	243362278	243362392	+
chr1	145423436	145424779	-
chr9	137102144	137102537	+
chr1	214532526	214533316	-
chr9	95550105	95550353	-
chr1	87394624	87396149	+
chr1	5131890	5132718	+
chr1	177585	177681	-
chr9	84668622	84669301	+
chr1	5986327	5991442	-
chr1	11143987	11144666	+
chr1	2771165	2771247	+
chr1	165774433	165774708	+
chr1	9628683	9629223	-
chr9	38375442	38376299	+
chr9	500846	503696	-
chr1	915235	915318	+
chr9	129580558	129582646	+
chr9	65136569	65139277	-
chr1	242240576	242240825	-
chr9	137249440	137249602	+
chr9	118729037	118730622	-
chr1	179818089	179818985	-
chr1	46175409	46177658	+
chr1	117153249	117156659	-
chr9	35826937	35828462	-
chr1	14294524	14294693	+
chr1	199008568	199018781	-
chr9	121282550	121300055	+
chr9	34838722	34839546	+
chr1	218919607	218924460	+
chr9	125411046	125412065	+
chr1	27158524	27160288	+
chr1	177701362	177701458	+
chr1	156407975	156414055	-
chr9	127831303	127832397	+
chr1	1321980	1323180	-
chr1	39773041	39773529	-
chr1	2771124	2771206	+
chr1	171332908	171334598	+
chr1	109494623	109495142	+
chr1	55784210	55791166	-
chr1	16164716	16168175	+
chr1	113926741	113926852	-
chr1	154602626	154606005	-
chr9	40473774	40496813	-
chr9	31910010	31913676	-
chr1	53916397	53916778	-
chr1	114511925	114515205	+
chr1	159776752	159778414	-
chr1	47229351	47231656	-
chr9	135500051	135500569	+
chr1	70862397	70869243	-
chr1	86821684	86822811	-
chr1	181423435	181431216	+
chr9	137488259	137489136	-
chr1	918175	918824	-
chr9	33798552	33799782	-
chr1	220830907	220831141	+
chr9	19482951	19487492	+
chr1	161764157	161765427	-
chr1	109282789	109283073	-
chr1	48128021	48128459	-
chr1	23627998	23628506	+
chr1	231805665	231805717	-
chr1	161763256	161764021	-
chr1	116032800	116033757	+
chr1	150578963	150579422	-
chr9	69820267	69820649	-
chr1	150488988	150490673	+
chr9	113397274	113401211	-
chr1	171210717	171210799	+
chr1	117596994	117604788	-
chr1	180287402	180288269	-
chr1	52139800	52141192	+
chr1	95316937	95317910	-
chr9	127777382	127777661	+
chr1	211685806	211686469	+
chr1	106028212	106028468	+
chr1	20378432	20378972	-
chr9	83921261	83921353	+
chr1	44034320	44035254	-
chr1	120973246	120973346	+
chr1	203288250	203288504	+
chr9	77176906	77177626	-
chr1	44129560	44130028	+
chr1	29068768	29069165	+
chr1	23879604	23883144	-
chr1	2772536	2772698	+
chr1	58767935	58769097	+
chr9	100903042	100906738	+
chr1	50061143	50062495	-
chr9	43092350	43093552	-
chr1	11100084	11101800	+
chr1	180860800	180872745	-
chr1	19798215	19799173	-
chr1	111414902	111414971	+
chr1	1780029	1780281	-
chr1	151002400	151006311	-
chr1	161290416	161290687	-
chr9	109004182	109006479	+
chr9	35491256	35491430	-
chr1	110033431	110034155	-
chr9	68399271	68406302	-
chr9	34381444	34381719	-
chr1	149661419	149664520	+
chr9	66051416	66051502	-
chr1	53912618	53916778	-
chr1	1388743	1388949	-
chr1	2203630	2212371	-
chr9	138239813	138239909	+
chr1	113928388	113929361	-
chr1	47231041	47231847	-
chr9	137103634	137103671	+
chr1	53114913	53115311	+
chr9	34381444	34381525	-
chr1	41020778	41021622	-
chr1	228508122	228508700	+
chr1	23627537	23628506	+
chr9	81929268	81931108	-
chr9	117653741	117655607	+
chr1	89743996	89744997	+
chr1	45913887	45917338	+
chr1	226517091	226520112	-
chr1	184943465	184946703	-
chr1	43301129	43304933	+
chr9	86997403	86998593	+
chr9	72862636	72863224	-
chr1	201025619	201030577	+
chr1	2775113	2775194	+
chr9	102519708	102578270	+
chr1	11762717	11763695	+
chr1	57022145	57048109	+
chr1	72783883	72786626	+
chr9	131263595	131270291	-
chr1	61864633	61871231	+
chr1	202811559	202825428	-
chr9	127821498	127822337	+
chr1	30749932	30750343	-
chr1	100894786	100894929	-
